protein_accessions	count	number_accessions_group
['GCA_132187']	1	1
['GCA_145557']	1	1
['GCA_148543']	1	1
['GCA_162086']	1	1
['GCA_24505']	1	1
['GCA_177941']	1	1
['GCA_83873']	1	1
['GCA_215757']	1	1
['GCA_98321']	1	1
['GCA_237159']	1	1
['GCA_155992', 'GCA_100011']	1	2
['GCA_146129']	1	1
['GCA_311313']	1	1
['GCA_286204', 'GCA_275334', 'GCA_162172']	1	3
['GCA_94281']	1	1
['GCA_121984']	1	1
['GCA_134310']	1	1
['GCA_169866']	1	1
['GCA_128097']	1	1
['GCA_46068']	1	1
['GCA_151346', 'GCA_13515']	1	2
['GCA_174735']	1	1
['GCA_7124', 'GCA_149743']	1	2
['GCA_254389', 'GCA_137302']	1	2
['GCA_130564']	1	1
['GCA_189904']	1	1
['GCA_170412']	1	1
['GCA_86759', 'GCA_4397', 'GCA_183030', 'GCA_145893']	1	4
['GCA_109085']	1	1
['GCA_86657']	1	1
['GCA_58762']	1	1
['GCA_190875']	1	1
['GCA_170169']	1	1
['GCA_302606']	1	1
['GCA_93495']	1	1
['GCA_259307']	1	1
['GCA_306042']	1	1
['GCA_235222']	1	1
['GCA_116175']	1	1
['GCA_316709']	1	1
['GCA_204817']	1	1
['GCA_128927']	1	1
['GCA_211367']	1	1
['GCA_121271']	1	1
['GCA_99671', 'GCA_70960']	1	2
['GCA_169519', 'GCA_161737']	1	2
['GCA_62235']	1	1
['GCA_178826']	1	1
['GCA_89116']	1	1
['GCA_70284']	1	1
['GCA_131310']	1	1
['GCA_130903']	1	1
['GCA_103430']	1	1
['GCA_99347']	1	1
['GCA_285774']	1	1
['GCA_231603']	1	1
['GCA_269414', 'GCA_174177']	1	2
['GCA_169389']	1	1
['GCA_253869']	1	1
['GCA_22308']	1	1
['GCA_284867']	1	1
['GCA_170827']	1	1
['GCA_263524']	1	1
['GCA_54523']	1	1
['GCA_14039']	1	1
['GCA_276981']	1	1
['GCA_238727']	1	1
['GCA_161096']	1	1
['GCA_71932']	1	1
['GCA_13027']	1	1
['GCA_227553']	1	1
['GCA_25035', 'GCA_135581']	1	2
['GCA_225215']	1	1
['GCA_249794']	1	1
['GCA_184671']	1	1
['GCA_304607', 'GCA_138864']	1	2
['GCA_135324']	1	1
['GCA_218482']	1	1
['GCA_213746']	1	1
['GCA_87626']	1	1
['GCA_159567']	1	1
['GCA_265836']	1	1
['GCA_247083', 'GCA_185084']	1	2
['GCA_182144']	1	1
['GCA_151782']	1	1
['GCA_232437', 'GCA_172222']	1	2
['GCA_306239']	1	1
['GCA_246995']	1	1
['GCA_151362']	1	1
['GCA_289913']	1	1
['GCA_35579', 'GCA_167915']	1	2
['GCA_231676']	1	1
['GCA_167505']	1	1
['GCA_244285']	1	1
['GCA_226143']	1	1
['GCA_120329']	1	1
['GCA_246928']	1	1
['GCA_240675']	1	1
['GCA_241631']	1	1
['GCA_31528', 'GCA_31527', 'GCA_256466', 'GCA_256465', 'GCA_150939', 'GCA_150938', 'GCA_131820', 'GCA_131819']	1	8
['GCA_133425']	1	1
['GCA_139291']	1	1
['GCA_314099']	1	1
['GCA_123779', 'GCA_123778']	1	2
['GCA_118244', 'GCA_118242']	1	2
['GCA_300885', 'GCA_11429']	1	2
['GCA_31648', 'GCA_284370', 'GCA_104266']	1	3
['GCA_262675']	1	1
['GCA_226095']	1	1
['GCA_157996']	1	1
['GCA_261019']	1	1
['GCA_8815']	1	1
['GCA_113507']	1	1
['GCA_314379']	1	1
['GCA_116836', 'GCA_10388']	1	2
['GCA_304994']	1	1
['GCA_131897', 'GCA_131896', 'GCA_131895', 'GCA_131894', 'GCA_131893']	1	5
['GCA_218853']	1	1
['GCA_286647']	1	1
['GCA_237023']	1	1
['GCA_310330']	1	1
['GCA_284462']	1	1
['GCA_164630', 'GCA_164629']	1	2
['GCA_135782']	1	1
['GCA_245053']	1	1
['GCA_14363']	1	1
['GCA_93700', 'GCA_161807']	1	2
['GCA_120162']	1	1
['GCA_111740']	1	1
['GCA_130839']	1	1
['GCA_63558']	1	1
['GCA_218474']	1	1
['GCA_196154']	1	1
['GCA_267947']	1	1
['GCA_156231']	1	1
['GCA_212711']	1	1
['GCA_296509', 'GCA_296508']	1	2
['GCA_304095']	1	1
['GCA_275421']	1	1
['GCA_92082', 'GCA_206890']	1	2
['GCA_232026']	1	1
['GCA_245813']	1	1
['GCA_89835']	1	1
['GCA_208503']	1	1
['GCA_124574']	1	1
['GCA_135240']	1	1
['GCA_22938']	1	1
['GCA_39052', 'GCA_210495']	1	2
['GCA_144667']	1	1
['GCA_106151']	1	1
['GCA_80156']	1	1
['GCA_245212', 'GCA_106855']	1	2
['GCA_311317']	1	1
['GCA_120728']	1	1
['GCA_26510', 'GCA_143609']	1	2
['GCA_117244']	1	1
['GCA_101329', 'GCA_101328']	1	2
['GCA_135584']	1	1
['GCA_249767']	1	1
['GCA_86163']	1	1
['GCA_143925']	1	1
['GCA_193949', 'GCA_122635']	1	2
['GCA_139729']	1	1
['GCA_222127', 'GCA_159697']	1	2
['GCA_235162']	1	1
['GCA_285350']	1	1
['GCA_305175']	1	1
['GCA_198591']	1	1
['GCA_108969']	1	1
['GCA_185120', 'GCA_146350']	1	2
['GCA_183762']	1	1
['GCA_182328']	1	1
['GCA_205261']	1	1
['GCA_69182']	1	1
['GCA_94470']	1	1
['GCA_144989']	1	1
['GCA_273148']	1	1
['GCA_113588']	1	1
['GCA_225101']	1	1
['GCA_146517']	1	1
['GCA_317935', 'GCA_234648', 'GCA_146853', 'GCA_134270', 'GCA_108672']	1	5
['GCA_96615']	1	1
['GCA_181937']	1	1
['GCA_128264']	1	1
['GCA_6564']	1	1
['GCA_154503']	1	1
['GCA_282926']	1	1
['GCA_243469']	1	1
['GCA_48913']	1	1
['GCA_96824']	1	1
['GCA_306213']	1	1
['GCA_147521']	1	1
['GCA_122220']	1	1
['GCA_168461']	1	1
['GCA_151178']	1	1
['GCA_126793']	1	1
['GCA_256550']	1	1
['GCA_168413']	1	1
['GCA_22547']	1	1
['GCA_132517']	1	1
['GCA_182941']	1	1
['GCA_140989']	1	1
['GCA_289612']	1	1
['GCA_115456']	1	1
['GCA_247086']	1	1
['GCA_107108']	1	1
['GCA_195673', 'GCA_195670']	1	2
['GCA_216598', 'GCA_164355', 'GCA_121313']	1	3
['GCA_232998']	1	1
['GCA_202738']	1	1
['GCA_242854']	1	1
['GCA_176389']	1	1
['GCA_189336']	1	1
['GCA_306035', 'GCA_306034', 'GCA_175990', 'GCA_175989']	1	4
['GCA_151934']	1	1
['GCA_280201']	1	1
['GCA_250948']	1	1
['GCA_294724']	1	1
['GCA_84648']	1	1
['GCA_103189']	1	1
['GCA_299845']	1	1
['GCA_244954']	1	1
['GCA_309405']	1	1
['GCA_80710']	1	1
['GCA_194260']	1	1
['GCA_255228']	1	1
['GCA_222932']	1	1
['GCA_234736']	1	1
['GCA_284751']	1	1
['GCA_11823']	1	1
['GCA_296928']	1	1
['GCA_216377']	1	1
['GCA_104940']	1	1
['GCA_93654']	1	1
['GCA_226857', 'GCA_226854']	1	2
['GCA_278718']	1	1
['GCA_319107']	1	1
['GCA_137546']	1	1
['GCA_118663']	1	1
['GCA_244112']	1	1
['GCA_133455']	1	1
['GCA_150690']	1	1
['GCA_73207']	1	1
['GCA_195832']	1	1
['GCA_91746']	1	1
['GCA_210895', 'GCA_146008']	1	2
['GCA_242054']	1	1
['GCA_246171']	1	1
['GCA_246269', 'GCA_226342']	1	2
['GCA_221865']	1	1
['GCA_139127']	1	1
['GCA_216557']	1	1
['GCA_221588', 'GCA_221588', 'GCA_221588', 'GCA_221588', 'GCA_181455', 'GCA_181455', 'GCA_181455', 'GCA_181455']	1	8
['GCA_133287']	1	1
['GCA_142370']	1	1
['GCA_266474']	1	1
['GCA_136006']	1	1
['GCA_318484']	1	1
['GCA_197113', 'GCA_177780']	1	2
['GCA_195535', 'GCA_149613']	1	2
['GCA_186969']	1	1
['GCA_183186']	1	1
['GCA_215542']	1	1
['GCA_89899']	1	1
['GCA_256781']	1	1
['GCA_114966']	1	1
['GCA_212336', 'GCA_212335']	1	2
['GCA_261060']	1	1
['GCA_303998']	1	1
['GCA_222171']	1	1
['GCA_178829']	1	1
['GCA_240868']	1	1
['GCA_159854']	1	1
['GCA_240145']	1	1
['GCA_34711', 'GCA_201703']	1	2
['GCA_110473']	1	1
['GCA_203628']	1	1
['GCA_269296']	1	1
['GCA_268420']	1	1
['GCA_236258']	1	1
['GCA_108817']	1	1
['GCA_132685']	1	1
['GCA_311254', 'GCA_26101']	1	2
['GCA_133670']	1	1
['GCA_109216']	1	1
['GCA_197853']	1	1
['GCA_174463']	1	1
['GCA_252676', 'GCA_243715', 'GCA_124301']	1	3
['GCA_306492']	1	1
['GCA_240288']	1	1
['GCA_209513']	1	1
['GCA_288706']	1	1
['GCA_88088']	1	1
['GCA_273104']	1	1
['GCA_238047']	1	1
['GCA_5030', 'GCA_192138']	1	2
['GCA_139400']	1	1
['GCA_177256']	1	1
['GCA_250817']	1	1
['GCA_10401']	1	1
['GCA_299224', 'GCA_263534', 'GCA_120341']	1	3
['GCA_178521', 'GCA_178520']	1	2
['GCA_236548']	1	1
['GCA_78066']	1	1
['GCA_124128']	1	1
['GCA_244005']	1	1
['GCA_125675']	1	1
['GCA_224985']	1	1
['GCA_132740']	1	1
['GCA_174535']	1	1
['GCA_208482']	1	1
['GCA_169421']	1	1
['GCA_210631']	1	1
['GCA_248278']	1	1
['GCA_265533']	1	1
['GCA_242020']	1	1
['GCA_290712']	1	1
['GCA_286312']	1	1
['GCA_86948']	1	1
['GCA_141968']	1	1
['GCA_94165', 'GCA_226127']	1	2
['GCA_105212']	1	1
['GCA_171396']	1	1
['GCA_311969']	1	1
['GCA_90552', 'GCA_90551']	1	2
['GCA_32729', 'GCA_172243', 'GCA_141337']	1	3
['GCA_181492', 'GCA_166623']	1	2
['GCA_318727']	1	1
['GCA_148930']	1	1
['GCA_172375']	1	1
['GCA_131446']	1	1
['GCA_307010']	1	1
['GCA_90014']	1	1
['GCA_281341']	1	1
['GCA_65669']	1	1
['GCA_293047']	1	1
['GCA_94249']	1	1
['GCA_204115']	1	1
['GCA_247902']	1	1
['GCA_115499']	1	1
['GCA_236812', 'GCA_160735']	1	2
['GCA_227759']	1	1
['GCA_317516']	1	1
['GCA_105480']	1	1
['GCA_257384']	1	1
['GCA_309183']	1	1
['GCA_86592']	1	1
['GCA_165895']	1	1
['GCA_139345']	1	1
['GCA_250509']	1	1
['GCA_189743']	1	1
['GCA_283133']	1	1
['GCA_130008']	1	1
['GCA_29483']	1	1
['GCA_95592']	1	1
['GCA_145022', 'GCA_145021']	1	2
['GCA_200736']	1	1
['GCA_36680', 'GCA_109865']	1	2
['GCA_172972']	1	1
['GCA_123566']	1	1
['GCA_98565']	1	1
['GCA_207521']	1	1
['GCA_144671']	1	1
['GCA_95712']	1	1
['GCA_152112', 'GCA_152111']	1	2
['GCA_170533']	1	1
['GCA_23260']	1	1
['GCA_69722']	1	1
['GCA_274664']	1	1
['GCA_147933']	1	1
['GCA_116187']	1	1
['GCA_255881']	1	1
['GCA_54653']	1	1
['GCA_114845']	1	1
['GCA_249774']	1	1
['GCA_306830']	1	1
['GCA_258136']	1	1
['GCA_166061']	1	1
['GCA_22366']	1	1
['GCA_104711']	1	1
['GCA_243517']	1	1
['GCA_291673']	1	1
['GCA_200015']	1	1
['GCA_209595']	1	1
['GCA_279276']	1	1
['GCA_163355']	1	1
['GCA_268778']	1	1
['GCA_188341']	1	1
['GCA_210956']	1	1
['GCA_284290']	1	1
['GCA_91865']	1	1
['GCA_318116']	1	1
['GCA_238235']	1	1
['GCA_271896']	1	1
['GCA_105499']	1	1
['GCA_206569']	1	1
['GCA_68810']	1	1
['GCA_234898']	1	1
['GCA_90654']	1	1
['GCA_34633']	1	1
['GCA_141375']	1	1
['GCA_140469']	1	1
['GCA_275439', 'GCA_186578', 'GCA_182672', 'GCA_177793', 'GCA_110548']	1	5
['GCA_63012']	1	1
['GCA_225869']	1	1
['GCA_70256']	1	1
['GCA_182477']	1	1
['GCA_136615']	1	1
['GCA_204575']	1	1
['GCA_181789']	1	1
['GCA_209074']	1	1
['GCA_230925']	1	1
['GCA_148613']	1	1
['GCA_304905']	1	1
['GCA_145432']	1	1
['GCA_304948']	1	1
['GCA_276003']	1	1
['GCA_151331']	1	1
['GCA_260315']	1	1
['GCA_294959']	1	1
['GCA_67701', 'GCA_317573', 'GCA_138991']	1	3
['GCA_186247']	1	1
['GCA_77748']	1	1
['GCA_170144']	1	1
['GCA_192843']	1	1
['GCA_179179']	1	1
['GCA_188905']	1	1
['GCA_273919']	1	1
['GCA_116346']	1	1
['GCA_130837']	1	1
['GCA_123759']	1	1
['GCA_195579']	1	1
['GCA_175340']	1	1
['GCA_317636', 'GCA_211821']	1	2
['GCA_50028', 'GCA_201601']	1	2
['GCA_261667']	1	1
['GCA_306117']	1	1
['GCA_290749']	1	1
['GCA_36804']	1	1
['GCA_308538']	1	1
['GCA_67868', 'GCA_67863']	1	2
['GCA_20548']	1	1
['GCA_296779', 'GCA_195304']	1	2
['GCA_283804']	1	1
['GCA_74531']	1	1
['GCA_149221']	1	1
['GCA_128458', 'GCA_128457']	1	2
['GCA_191329']	1	1
['GCA_155216']	1	1
['GCA_298867']	1	1
['GCA_199819']	1	1
['GCA_238711']	1	1
['GCA_241284']	1	1
['GCA_295604']	1	1
['GCA_254194']	1	1
['GCA_289875']	1	1
['GCA_313554', 'GCA_199551', 'GCA_128991']	1	3
['GCA_224333']	1	1
['GCA_150673']	1	1
['GCA_22364']	1	1
['GCA_310204']	1	1
['GCA_138891']	1	1
['GCA_149384']	1	1
['GCA_239283']	1	1
['GCA_94762']	1	1
['GCA_26956', 'GCA_261360']	1	2
['GCA_226354']	1	1
['GCA_151258']	1	1
['GCA_111158']	1	1
['GCA_28267']	1	1
['GCA_142612']	1	1
['GCA_147199', 'GCA_147198']	1	2
['GCA_296664']	1	1
['GCA_30124']	1	1
['GCA_154628']	1	1
['GCA_232462']	1	1
['GCA_217224']	1	1
['GCA_173943']	1	1
['GCA_229800']	1	1
['GCA_97166']	1	1
['GCA_262543', 'GCA_262542']	1	2
['GCA_246053']	1	1
['GCA_31597', 'GCA_235851']	1	2
['GCA_313495']	1	1
['GCA_1632']	1	1
['GCA_238877']	1	1
['GCA_167764']	1	1
['GCA_254008']	1	1
['GCA_62958']	1	1
['GCA_147539', 'GCA_138490', 'GCA_138488']	1	3
['GCA_216829']	1	1
['GCA_295200', 'GCA_295200']	1	2
['GCA_103559', 'GCA_103559', 'GCA_103559']	1	3
['GCA_76433', 'GCA_257446', 'GCA_173514', 'GCA_161687']	1	4
['GCA_23971']	1	1
['GCA_294348']	1	1
['GCA_9327', 'GCA_198361']	1	2
['GCA_156752']	1	1
['GCA_183095']	1	1
['GCA_214859']	1	1
['GCA_111330', 'GCA_111327']	1	2
['GCA_243393']	1	1
['GCA_240209']	1	1
['GCA_214413']	1	1
['GCA_184511']	1	1
['GCA_255787', 'GCA_255785']	1	2
['GCA_191010']	1	1
['GCA_210070']	1	1
['GCA_170750']	1	1
['GCA_30828']	1	1
['GCA_236921']	1	1
['GCA_200088']	1	1
['GCA_225558', 'GCA_194651', 'GCA_114564']	1	3
['GCA_152820']	1	1
['GCA_182523']	1	1
['GCA_221314']	1	1
['GCA_172518', 'GCA_172515']	1	2
['GCA_261090']	1	1
['GCA_294684']	1	1
['GCA_243141']	1	1
['GCA_106106']	1	1
['GCA_110451']	1	1
['GCA_132901']	1	1
['GCA_155715']	1	1
['GCA_58776', 'GCA_238403', 'GCA_237043', 'GCA_232553', 'GCA_161782']	1	5
['GCA_168487']	1	1
['GCA_105559']	1	1
['GCA_179902']	1	1
['GCA_61201', 'GCA_279643', 'GCA_157966', 'GCA_139371']	1	4
['GCA_23304']	1	1
['GCA_252137', 'GCA_136705']	1	2
['GCA_151992']	1	1
['GCA_86537']	1	1
['GCA_214877', 'GCA_134137']	1	2
['GCA_52526']	1	1
['GCA_7246']	1	1
['GCA_183176']	1	1
['GCA_241112']	1	1
['GCA_295506']	1	1
['GCA_199978']	1	1
['GCA_228428']	1	1
['GCA_239352']	1	1
['GCA_235726']	1	1
['GCA_121683']	1	1
['GCA_203152']	1	1
['GCA_138407']	1	1
['GCA_164111']	1	1
['GCA_121210']	1	1
['GCA_112363']	1	1
['GCA_96931']	1	1
['GCA_264890', 'GCA_264888']	1	2
['GCA_235005']	1	1
['GCA_126931']	1	1
['GCA_39762']	1	1
['GCA_125091']	1	1
['GCA_107098']	1	1
['GCA_169295', 'GCA_169292']	1	2
['GCA_30795', 'GCA_30794']	1	2
['GCA_245792']	1	1
['GCA_145884']	1	1
['GCA_251588']	1	1
['GCA_145800']	1	1
['GCA_141164']	1	1
['GCA_153885', 'GCA_153884', 'GCA_117381', 'GCA_117380']	1	4
['GCA_273197']	1	1
['GCA_147309']	1	1
['GCA_204373']	1	1
['GCA_127556']	1	1
['GCA_216892', 'GCA_216890']	1	2
['GCA_107076']	1	1
['GCA_119049']	1	1
['GCA_314698']	1	1
['GCA_123610', 'GCA_117362']	1	2
['GCA_72740', 'GCA_291879']	1	2
['GCA_150885']	1	1
['GCA_69404']	1	1
['GCA_45525']	1	1
['GCA_249198']	1	1
['GCA_201958']	1	1
['GCA_288157']	1	1
['GCA_213143']	1	1
['GCA_12802']	1	1
['GCA_173764']	1	1
['GCA_90565']	1	1
['GCA_64101', 'GCA_113720']	1	2
['GCA_14313']	1	1
['GCA_118147', 'GCA_118145']	1	2
['GCA_162639']	1	1
['GCA_223649']	1	1
['GCA_62059', 'GCA_191947']	1	2
['GCA_264178']	1	1
['GCA_249002']	1	1
['GCA_169888']	1	1
['GCA_74213', 'GCA_274383', 'GCA_244119']	1	3
['GCA_127374']	1	1
['GCA_171427']	1	1
['GCA_21998']	1	1
['GCA_164186']	1	1
['GCA_218442']	1	1
['GCA_16660']	1	1
['GCA_98760', 'GCA_144912']	1	2
['GCA_71506', 'GCA_239819']	1	2
['GCA_318316']	1	1
['GCA_155185']	1	1
['GCA_265889']	1	1
['GCA_217993']	1	1
['GCA_299412']	1	1
['GCA_215798']	1	1
['GCA_183646']	1	1
['GCA_120872']	1	1
['GCA_243854']	1	1
['GCA_291387']	1	1
['GCA_304929']	1	1
['GCA_110300']	1	1
['GCA_128044']	1	1
['GCA_261307']	1	1
['GCA_158371']	1	1
['GCA_268643']	1	1
['GCA_298655']	1	1
['GCA_117067']	1	1
['GCA_219898']	1	1
['GCA_110520']	1	1
['GCA_170571']	1	1
['GCA_210777', 'GCA_169654']	1	2
['GCA_299241']	1	1
['GCA_148421']	1	1
['GCA_186983']	1	1
['GCA_71736']	1	1
['GCA_228339']	1	1
['GCA_191054']	1	1
['GCA_35342']	1	1
['GCA_138934']	1	1
['GCA_197554']	1	1
['GCA_136132']	1	1
['GCA_241767']	1	1
['GCA_156353']	1	1
['GCA_71784', 'GCA_71783']	1	2
['GCA_277796']	1	1
['GCA_133984']	1	1
['GCA_216930']	1	1
['GCA_80864']	1	1
['GCA_96116', 'GCA_64972', 'GCA_269844', 'GCA_260083', 'GCA_209896', 'GCA_177189']	1	6
['GCA_22111', 'GCA_178996']	1	2
['GCA_79367']	1	1
['GCA_57927', 'GCA_232825', 'GCA_215883', 'GCA_157806', 'GCA_151367']	1	5
['GCA_296413']	1	1
['GCA_88551']	1	1
['GCA_283202']	1	1
['GCA_90926']	1	1
['GCA_193206']	1	1
['GCA_146963']	1	1
['GCA_16755']	1	1
['GCA_105549']	1	1
['GCA_280660']	1	1
['GCA_136104']	1	1
['GCA_272074']	1	1
['GCA_36740']	1	1
['GCA_286568']	1	1
['GCA_279999']	1	1
['GCA_125965']	1	1
['GCA_213626', 'GCA_213623', 'GCA_213620', 'GCA_171745', 'GCA_171742', 'GCA_171739']	1	6
['GCA_178052', 'GCA_144651', 'GCA_144649']	1	3
['GCA_260783']	1	1
['GCA_21169']	1	1
['GCA_266291']	1	1
['GCA_234605']	1	1
['GCA_86597', 'GCA_153185', 'GCA_124730']	1	3
['GCA_90545']	1	1
['GCA_207725']	1	1
['GCA_298836']	1	1
['GCA_239017']	1	1
['GCA_117030']	1	1
['GCA_146257']	1	1
['GCA_115457']	1	1
['GCA_170981']	1	1
['GCA_203788']	1	1
['GCA_173642']	1	1
['GCA_131830', 'GCA_131828']	1	2
['GCA_158630']	1	1
['GCA_213992']	1	1
['GCA_216030']	1	1
['GCA_37225']	1	1
['GCA_306657']	1	1
['GCA_14217']	1	1
['GCA_266479']	1	1
['GCA_244450']	1	1
['GCA_172905']	1	1
['GCA_279312']	1	1
['GCA_138277']	1	1
['GCA_218262', 'GCA_121822']	1	2
['GCA_142740']	1	1
['GCA_207623']	1	1
['GCA_42549']	1	1
['GCA_120465']	1	1
['GCA_312554']	1	1
['GCA_306078']	1	1
['GCA_55762']	1	1
['GCA_158773']	1	1
['GCA_158959']	1	1
['GCA_98217', 'GCA_283032']	1	2
['GCA_2281']	1	1
['GCA_177124']	1	1
['GCA_191205']	1	1
['GCA_34434']	1	1
['GCA_15050']	1	1
['GCA_87184']	1	1
['GCA_32651']	1	1
['GCA_121990']	1	1
['GCA_235043']	1	1
['GCA_186699', 'GCA_148664']	1	2
['GCA_277883']	1	1
['GCA_175134']	1	1
['GCA_185467']	1	1
['GCA_130402']	1	1
['GCA_157270']	1	1
['GCA_54880']	1	1
['GCA_191071']	1	1
['GCA_119734']	1	1
['GCA_203235']	1	1
['GCA_243435']	1	1
['GCA_304625']	1	1
['GCA_271231']	1	1
['GCA_240420', 'GCA_240419']	1	2
['GCA_230500']	1	1
['GCA_254421']	1	1
['GCA_143033']	1	1
['GCA_68301', 'GCA_298642']	1	2
['GCA_124257', 'GCA_100253']	1	2
['GCA_301479', 'GCA_301479', 'GCA_301479', 'GCA_301479', 'GCA_301479', 'GCA_301479']	1	6
['GCA_142428']	1	1
['GCA_135277']	1	1
['GCA_304180']	1	1
['GCA_238025']	1	1
['GCA_273135']	1	1
['GCA_155371']	1	1
['GCA_181836']	1	1
['GCA_130063']	1	1
['GCA_126096']	1	1
['GCA_176605']	1	1
['GCA_163012']	1	1
['GCA_173958', 'GCA_173957', 'GCA_139945', 'GCA_139944']	1	4
['GCA_174293']	1	1
['GCA_89906']	1	1
['GCA_141552']	1	1
['GCA_148522']	1	1
['GCA_146746']	1	1
['GCA_48796']	1	1
['GCA_289641']	1	1
['GCA_66425', 'GCA_293349']	1	2
['GCA_269211']	1	1
['GCA_85478', 'GCA_283152', 'GCA_267802']	1	3
['GCA_149389']	1	1
['GCA_170621']	1	1
['GCA_314305']	1	1
['GCA_88280']	1	1
['GCA_109485']	1	1
['GCA_84384', 'GCA_84383', 'GCA_113104']	1	3
['GCA_282679']	1	1
['GCA_190495']	1	1
['GCA_247724']	1	1
['GCA_148458', 'GCA_148457']	1	2
['GCA_144258']	1	1
['GCA_312887']	1	1
['GCA_151994', 'GCA_121391']	1	2
['GCA_285156']	1	1
['GCA_218883']	1	1
['GCA_161432', 'GCA_161431', 'GCA_161430']	1	3
['GCA_305291']	1	1
['GCA_87733', 'GCA_55894', 'GCA_173163']	1	3
['GCA_120070']	1	1
['GCA_312215']	1	1
['GCA_235061']	1	1
['GCA_228828', 'GCA_191521']	1	2
['GCA_238110']	1	1
['GCA_94868', 'GCA_242242']	1	2
['GCA_182024']	1	1
['GCA_88464']	1	1
['GCA_271289']	1	1
['GCA_35013']	1	1
['GCA_264651']	1	1
['GCA_217688']	1	1
['GCA_284581']	1	1
['GCA_282641', 'GCA_108551']	1	2
['GCA_235998']	1	1
['GCA_84129']	1	1
['GCA_114791', 'GCA_114789']	1	2
['GCA_214992']	1	1
['GCA_175627']	1	1
['GCA_108474', 'GCA_108473', 'GCA_108469']	1	3
['GCA_317652']	1	1
['GCA_278279', 'GCA_128628']	1	2
['GCA_76048', 'GCA_76047', 'GCA_265613', 'GCA_265612']	1	4
['GCA_237074']	1	1
['GCA_120683']	1	1
['GCA_138882']	1	1
['GCA_241605']	1	1
['GCA_241023']	1	1
['GCA_96421']	1	1
['GCA_69658']	1	1
['GCA_135769']	1	1
['GCA_286223']	1	1
['GCA_240278']	1	1
['GCA_113221']	1	1
['GCA_168045']	1	1
['GCA_216191']	1	1
['GCA_166470']	1	1
['GCA_161659']	1	1
['GCA_310151']	1	1
['GCA_301324']	1	1
['GCA_207325']	1	1
['GCA_201732']	1	1
['GCA_314005', 'GCA_263103', 'GCA_146414', 'GCA_106956']	1	4
['GCA_150945']	1	1
['GCA_307036']	1	1
['GCA_138212']	1	1
['GCA_244546']	1	1
['GCA_94363']	1	1
['GCA_248710']	1	1
['GCA_170010']	1	1
['GCA_131352']	1	1
['GCA_285303']	1	1
['GCA_81054']	1	1
['GCA_118649']	1	1
['GCA_172071']	1	1
['GCA_256347']	1	1
['GCA_312386']	1	1
['GCA_82193']	1	1
['GCA_110397']	1	1
['GCA_78255']	1	1
['GCA_165089']	1	1
['GCA_76723']	1	1
['GCA_300789', 'GCA_112387']	1	2
['GCA_215448']	1	1
['GCA_111173']	1	1
['GCA_127512']	1	1
['GCA_247036']	1	1
['GCA_262694', 'GCA_148994']	1	2
['GCA_300361']	1	1
['GCA_131007']	1	1
['GCA_278045']	1	1
['GCA_286277']	1	1
['GCA_284009']	1	1
['GCA_261951']	1	1
['GCA_276651']	1	1
['GCA_143056']	1	1
['GCA_142310', 'GCA_142309']	1	2
['GCA_234656']	1	1
['GCA_93299']	1	1
['GCA_246316']	1	1
['GCA_134507']	1	1
['GCA_21621']	1	1
['GCA_297682']	1	1
['GCA_313320']	1	1
['GCA_245350']	1	1
['GCA_298795']	1	1
['GCA_227177', 'GCA_114218']	1	2
['GCA_229476']	1	1
['GCA_173349']	1	1
['GCA_40605']	1	1
['GCA_149069']	1	1
['GCA_187572']	1	1
['GCA_250212']	1	1
['GCA_279277']	1	1
['GCA_308990']	1	1
['GCA_149475']	1	1
['GCA_317126']	1	1
['GCA_111746', 'GCA_111745']	1	2
['GCA_290214']	1	1
['GCA_35969']	1	1
['GCA_131379']	1	1
['GCA_94058', 'GCA_274122', 'GCA_118870', 'GCA_112025']	1	4
['GCA_254461']	1	1
['GCA_67599']	1	1
['GCA_296520']	1	1
['GCA_113999']	1	1
['GCA_188899', 'GCA_101794']	1	2
['GCA_238063']	1	1
['GCA_197511']	1	1
['GCA_255532']	1	1
['GCA_118909']	1	1
['GCA_53668', 'GCA_254990', 'GCA_252689', 'GCA_110931']	1	4
['GCA_109978']	1	1
['GCA_130343', 'GCA_130342']	1	2
['GCA_106157']	1	1
['GCA_86182']	1	1
['GCA_216686']	1	1
['GCA_152800']	1	1
['GCA_174728']	1	1
['GCA_296394']	1	1
['GCA_170573']	1	1
['GCA_183446']	1	1
['GCA_114000']	1	1
['GCA_309065']	1	1
['GCA_163405']	1	1
['GCA_313442']	1	1
['GCA_232121', 'GCA_229592', 'GCA_155922', 'GCA_135876', 'GCA_116708']	1	5
['GCA_109105']	1	1
['GCA_196010']	1	1
['GCA_104835']	1	1
['GCA_209293', 'GCA_209292']	1	2
['GCA_116646']	1	1
['GCA_75954']	1	1
['GCA_239800']	1	1
['GCA_89740']	1	1
['GCA_234542']	1	1
['GCA_86362', 'GCA_278728']	1	2
['GCA_121681']	1	1
['GCA_133889']	1	1
['GCA_311593']	1	1
['GCA_283511', 'GCA_170589']	1	2
['GCA_246114']	1	1
['GCA_94289', 'GCA_94288', 'GCA_94287', 'GCA_94286', 'GCA_243213', 'GCA_243212', 'GCA_243211', 'GCA_243210', 'GCA_236597', 'GCA_236596', 'GCA_231833', 'GCA_231832', 'GCA_231831', 'GCA_231829']	1	14
['GCA_199047']	1	1
